id,carat,cut,color,clarity,depth,table,price,x,y,z
2351,0.84,Fair,F,VS2,65.0,57.2,3172,5.83,5.87,3.81
51813,0.7,Ideal,I,SI1,62.8,56.0,2417,5.63,5.68,3.55
9106,0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91
44097,0.54,Premium,E,VS2,59.6,59.0,1555,5.32,5.26,3.16
34779,0.41,Premium,D,SI2,61.9,58.0,876,4.73,4.71,2.92
26589,2.03,Premium,I,VS2,60.5,62.0,16309,8.22,8.17,4.96
52391,0.62,Ideal,D,VS1,61.9,57.0,2508,5.47,5.55,3.41
52948,0.7,Ideal,G,VS2,61.8,54.0,2593,5.71,5.74,3.54
24445,1.5,Ideal,H,VS1,62.4,56.0,12702,7.29,7.34,4.57
29195,0.33,Premium,I,IF,62.1,58.0,694,4.39,4.43,2.74
44109,0.51,Ideal,G,VS2,61.8,55.0,1557,5.15,5.18,3.19
33855,0.3,Premium,E,VS2,59.2,59.0,844,4.41,4.37,2.6
39258,0.38,Ideal,E,VS1,62.1,56.0,1069,4.65,4.62,2.88
26610,2.05,Premium,G,SI2,60.1,59.0,16357,8.2,8.3,4.96
53859,0.71,Premium,E,SI1,62.2,58.0,2743,5.74,5.67,3.55
13939,0.99,Very Good,D,SI1,62.6,57.0,5671,6.34,6.37,3.98
24043,0.38,Good,H,SI1,63.3,57.0,633,4.58,4.62,2.91
6321,1.11,Very Good,H,SI2,63.4,55.0,4028,6.54,6.51,4.14
26794,2.0,Ideal,E,SI1,62.6,57.0,16650,8.08,8.01,5.04
6342,1.0,Very Good,I,SI1,60.4,63.0,4032,6.44,6.37,3.87
39705,0.5,Very Good,H,SI1,63.5,56.0,1089,5.01,5.04,3.19
12454,1.2,Very Good,F,SI2,62.2,62.0,5247,6.7,6.77,4.19
33487,0.32,Ideal,F,VS2,62.4,54.0,828,4.4,4.38,2.74
44774,0.7,Premium,H,I1,60.0,59.0,1621,5.8,5.77,3.47
12212,1.15,Premium,E,SI2,61.7,59.0,5193,6.7,6.66,4.12
33292,0.31,Premium,D,SI2,62.1,59.0,462,4.31,4.35,2.69
4855,0.71,Ideal,F,VS1,61.8,55.0,3710,5.71,5.73,3.54
20394,0.31,Very Good,F,VS2,62.8,57.0,625,4.34,4.36,2.73
33149,0.31,Premium,G,VVS1,61.2,59.0,816,4.32,4.34,2.65
3758,0.75,Ideal,D,VS2,62.4,55.0,3456,5.83,5.8,3.63
2092,0.78,Very Good,G,VS2,62.6,58.0,3113,5.81,5.89,3.66
14017,1.01,Good,G,VS2,57.5,62.0,5701,6.58,6.53,3.77
7224,0.9,Good,D,SI1,63.8,58.0,4193,6.09,6.13,3.9
21522,1.05,Ideal,E,VS2,61.7,55.0,9624,6.54,6.55,4.04
13445,1.1,Very Good,H,SI1,62.9,57.0,5521,6.54,6.59,4.13
17225,1.22,Premium,F,SI1,61.8,59.0,6887,6.86,6.83,4.23
22170,1.52,Premium,E,SI2,61.0,59.0,10214,7.39,7.33,4.49
33196,0.3,Very Good,G,VVS2,59.7,63.0,819,4.37,4.34,2.6
31857,0.3,Ideal,H,VVS2,60.4,56.0,776,4.36,4.32,2.62
13501,1.21,Premium,I,VS1,61.2,59.0,5540,6.86,6.84,4.19
20589,1.71,Very Good,I,SI2,62.7,58.0,8896,7.59,7.54,4.74
2777,0.83,Ideal,F,SI1,62.1,55.0,3254,6.0,6.05,3.74
4940,1.01,Premium,H,SI2,59.6,60.0,3732,6.55,6.5,3.89
51567,0.7,Good,F,SI2,64.1,59.0,2390,5.53,5.58,3.56
18127,1.04,Ideal,F,VS1,63.0,56.0,7338,6.5,6.45,4.08
42177,0.43,Ideal,G,IF,61.7,57.0,1286,4.83,4.86,2.99
13871,1.22,Ideal,J,VS1,61.5,55.0,5649,6.86,6.87,4.22
2806,1.11,Premium,H,I1,61.0,59.0,3263,6.67,6.61,4.05
38787,0.31,Premium,G,VVS1,60.2,59.0,1046,4.43,4.38,2.65
37067,0.42,Ideal,H,VVS1,61.8,55.0,969,4.8,4.85,2.98
4655,1.04,Ideal,H,SI2,62.0,57.0,3669,6.53,6.43,4.02
18893,1.64,Very Good,J,SI2,62.0,59.0,7750,7.47,7.52,4.65
47628,0.51,Very Good,D,VS1,63.3,57.0,1882,5.07,5.1,3.22
53270,0.66,Ideal,F,VS2,62.4,54.0,2648,5.55,5.61,3.48
152,0.71,Premium,D,VS2,62.5,60.0,2770,5.65,5.61,3.52
46456,0.54,Ideal,H,VVS1,61.9,54.0,1774,5.22,5.25,3.24
28363,0.4,Good,H,SI1,62.0,61.0,667,4.69,4.73,2.92
8090,1.0,Premium,F,SI2,61.5,60.0,4340,6.35,6.33,3.9
45653,0.25,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49
2446,1.03,Good,J,SI2,56.2,62.0,3188,6.69,6.73,3.77
12187,1.01,Very Good,H,VS2,62.0,59.0,5186,6.45,6.48,4.01
19867,1.4,Premium,D,SI2,61.8,54.0,8419,7.21,7.16,4.44
24081,1.56,Premium,D,SI1,62.6,58.0,12226,7.36,7.44,4.63
8946,0.9,Very Good,F,SI1,59.1,59.0,4498,6.3,6.35,3.74
7211,0.9,Premium,H,VS2,61.7,59.0,4191,6.19,6.13,3.8
16269,1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22
34206,0.34,Premium,F,VS2,59.8,59.0,854,4.55,4.51,2.71
22675,1.5,Ideal,H,SI1,61.3,57.0,10725,7.38,7.4,4.53
21977,1.08,Ideal,F,VVS2,61.6,57.0,10046,6.57,6.6,4.06
25276,1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49
28357,0.4,Ideal,I,VS2,62.6,54.0,667,4.74,4.75,2.97
16826,1.51,Premium,J,SI2,61.9,56.0,6712,7.44,7.29,4.56
43244,0.42,Ideal,E,VVS1,62.0,56.0,1400,4.78,4.84,2.98
22852,2.01,Fair,G,SI2,65.9,57.0,10887,7.85,7.78,5.15
51641,0.31,Good,G,VS2,63.1,58.0,544,4.3,4.35,2.73
41650,0.5,Fair,D,SI1,64.6,61.0,1238,5.05,4.95,3.23
3851,0.91,Very Good,J,VS2,61.9,59.0,3478,6.11,6.16,3.8
15053,0.3,Very Good,G,VS1,62.4,58.0,605,4.22,4.24,2.64
1422,1.04,Good,I,SI2,59.9,64.0,2970,6.51,6.45,3.88
41685,0.5,Premium,E,SI2,61.4,58.0,1240,5.11,5.09,3.13
13561,1.02,Very Good,E,SI1,59.2,56.0,5553,6.57,6.63,3.91
32232,0.31,Ideal,G,VVS1,61.6,57.0,789,4.34,4.36,2.68
49567,0.62,Good,F,VVS2,59.9,62.0,2131,5.51,5.53,3.3
18620,1.01,Ideal,G,VVS2,62.0,58.0,7597,6.36,6.39,3.95
2721,0.26,Very Good,E,VVS2,58.9,61.0,564,4.16,4.19,2.46
26908,2.63,Ideal,J,SI2,62.1,57.0,16914,8.83,8.88,5.5
26895,1.76,Premium,G,VS2,61.5,58.0,16879,7.78,7.74,4.77
26331,2.0,Very Good,E,SI2,58.1,60.0,15840,8.25,8.32,4.81
10576,1.02,Ideal,H,SI1,58.8,57.0,4819,6.66,6.6,3.9
12122,0.91,Premium,E,VS1,61.9,59.0,5167,6.23,6.17,3.84
38737,0.32,Ideal,E,VVS1,62.5,56.0,1044,4.42,4.38,2.75
10677,1.21,Premium,J,VS2,59.9,59.0,4841,6.92,6.86,4.13
52130,0.73,Ideal,E,SI2,62.1,56.0,2467,5.74,5.79,3.58
18933,1.34,Premium,G,VS2,61.0,60.0,7780,7.13,7.07,4.33
31962,0.43,Premium,H,I1,62.0,59.0,452,4.78,4.83,2.98
51438,0.71,Very Good,E,SI2,61.9,63.0,2375,5.74,5.69,3.54
23201,2.04,Premium,J,VS2,60.9,59.0,11209,8.25,8.21,5.01
19890,1.2,Premium,G,VS1,60.2,60.0,8442,6.82,6.87,4.12
48688,0.71,Ideal,H,SI1,60.8,57.0,2006,5.77,5.81,3.52
46072,0.63,Premium,F,SI1,59.1,57.0,1736,5.64,5.6,3.32
48091,0.98,Fair,G,I1,58.7,57.0,1932,6.54,6.43,3.8
22096,1.51,Very Good,G,SI1,63.3,60.0,10116,7.2,7.24,4.57
13251,1.03,Ideal,E,SI1,61.3,57.0,5476,6.48,6.51,3.98
5479,0.9,Premium,H,VS1,63.0,62.0,3838,6.09,6.0,3.81
33609,0.31,Ideal,D,SI2,62.6,57.0,462,4.27,4.35,2.7
51613,0.73,Very Good,E,SI2,59.3,57.0,2395,5.88,5.95,3.51
7050,0.33,Ideal,E,SI1,62.5,55.0,579,4.42,4.45,2.77
24478,2.2,Premium,H,SI2,61.5,58.0,12747,8.44,8.38,5.18
50017,0.7,Premium,F,SI1,62.3,58.0,2196,5.67,5.72,3.55
14835,1.25,Ideal,J,VVS2,61.1,57.0,5975,6.91,6.94,4.23
19079,1.07,Ideal,F,VS1,62.1,55.0,7850,6.58,6.56,4.08
23316,1.7,Premium,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
43481,0.5,Premium,E,VS2,61.8,59.0,1420,5.07,5.02,3.12
2932,0.71,Ideal,H,IF,61.6,55.0,3290,5.75,5.78,3.55
20461,1.17,Ideal,F,VS1,62.2,56.0,8806,6.77,6.74,4.2
35873,0.41,Ideal,E,VVS2,62.0,55.0,918,4.73,4.79,2.95
47464,0.52,Ideal,G,VVS2,60.9,56.0,1858,5.22,5.26,3.19
23170,1.18,Ideal,E,VVS2,61.6,58.0,11184,6.78,6.82,4.19
2119,0.91,Fair,E,SI2,64.5,60.0,3119,6.04,5.96,3.87
21944,1.13,Ideal,F,VS1,60.9,57.0,10016,6.73,6.76,4.11
39410,0.41,Ideal,F,VS1,60.6,57.0,1076,4.84,4.79,2.92
39277,0.34,Ideal,H,SI1,62.6,56.0,490,4.46,4.48,2.8
53677,0.71,Premium,E,VS2,59.0,59.0,2711,5.78,5.88,3.44
44135,0.53,Good,E,VS2,63.5,59.0,1561,5.13,5.17,3.27
28846,0.41,Premium,D,SI2,62.4,60.0,683,4.71,4.77,2.96
18659,1.31,Premium,F,SI1,62.6,58.0,7625,6.98,7.02,4.38
10871,1.08,Premium,I,VS1,62.5,57.0,4877,6.54,6.51,4.08
28170,0.39,Ideal,G,SI1,60.7,57.0,665,4.69,4.8,2.88
39071,0.44,Good,E,VS2,62.2,62.0,1059,4.79,4.85,3.0
20566,1.51,Ideal,I,VS2,62.9,57.0,8879,7.27,7.23,4.56
8673,1.0,Fair,G,VS1,64.9,65.0,4455,6.31,6.18,4.05
39706,0.46,Good,I,VVS1,63.5,57.0,1089,4.85,4.91,3.1
10914,1.01,Very Good,G,SI1,63.0,57.0,4890,6.28,6.35,3.98
24718,0.38,Very Good,E,SI1,58.3,61.0,640,4.75,4.86,2.8
36483,0.32,Ideal,F,IF,61.3,57.0,943,4.42,4.46,2.72
46205,0.6,Very Good,D,SI1,62.2,58.0,1750,5.4,5.44,3.37
20192,1.51,Very Good,I,SI1,62.7,61.0,8637,7.27,7.33,4.58
16390,1.27,Ideal,E,VS2,61.8,55.0,6543,7.03,6.92,4.31
33023,0.3,Ideal,D,VVS2,61.9,55.0,814,4.28,4.31,2.66
9947,1.01,Premium,D,SI2,60.4,60.0,4694,6.52,6.46,3.92
34165,0.33,Ideal,G,VS1,61.4,54.0,854,4.48,4.44,2.74
6581,0.9,Ideal,D,SI2,62.4,56.0,4078,6.16,6.24,3.87
13261,1.13,Very Good,F,SI1,60.6,60.0,5481,6.67,6.76,4.07
46410,0.7,Ideal,J,SI2,61.4,55.0,1767,5.72,5.75,3.52
21447,1.11,Premium,F,VVS2,59.2,59.0,9548,6.82,6.79,4.03
19082,1.3,Premium,H,VS1,61.5,58.0,7855,6.98,6.96,4.29
45151,0.5,Premium,F,VS2,61.8,58.0,1654,5.1,5.07,3.14
38968,0.27,Ideal,G,VS1,62.3,56.0,490,4.14,4.16,2.58
40309,0.4,Ideal,E,VS1,62.6,56.0,1125,4.72,4.67,2.94
10187,1.33,Premium,F,SI2,60.4,60.0,4737,7.17,7.11,4.31
25235,1.5,Good,E,VS2,63.9,58.0,13846,7.21,7.19,4.6
51538,0.71,Ideal,G,SI1,62.2,56.0,2386,5.75,5.69,3.56
4854,0.71,Ideal,F,VS1,61.9,56.0,3710,5.69,5.72,3.53
50162,0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56
25441,1.3,Premium,F,VVS1,59.3,59.0,14196,7.11,7.08,4.22
34935,0.28,Very Good,H,VS2,61.4,57.0,376,4.21,4.23,2.59
21350,1.59,Ideal,J,VS1,61.3,57.0,9494,7.5,7.55,4.61
4174,1.01,Good,J,VS2,63.3,54.0,3555,6.34,6.42,4.04
35972,0.38,Very Good,D,VS1,59.5,61.0,921,4.66,4.69,2.78
47602,0.52,Ideal,G,VVS2,61.2,55.0,1878,5.22,5.2,3.19
16384,1.04,Ideal,G,VS2,62.8,56.0,6542,6.48,6.42,4.05
22282,1.7,Ideal,H,VS2,62.8,55.0,10333,7.61,7.54,4.76
32764,0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74
36296,0.32,Very Good,D,SI2,62.8,57.0,477,4.35,4.38,2.74
13003,1.07,Ideal,F,SI2,61.6,57.0,5405,6.56,6.53,4.03
4041,1.0,Ideal,J,SI2,62.1,56.0,3528,6.41,6.34,3.96
22388,2.02,Ideal,I,SI2,62.2,57.0,10412,8.06,7.99,4.99
9487,1.01,Very Good,D,SI2,62.7,58.0,4606,6.31,6.39,3.98
14586,0.9,Very Good,E,VS2,61.3,58.0,5887,6.16,6.23,3.8
41804,0.53,Very Good,F,SI1,59.6,58.0,1250,5.28,5.33,3.16
8561,1.02,Premium,G,SI1,62.2,58.0,4435,6.44,6.48,4.02
50692,0.57,Very Good,F,VVS2,62.6,58.0,2290,5.28,5.3,3.31
612,0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57
43441,0.5,Ideal,E,SI1,61.6,57.0,1415,5.13,5.09,3.15
39728,0.51,Ideal,G,SI2,61.3,58.0,1091,5.15,5.19,3.17
51142,0.7,Premium,E,SI2,61.8,60.0,2342,5.65,5.61,3.48
31150,0.41,Ideal,F,SI1,62.7,57.0,755,4.7,4.74,2.96
49817,0.76,Ideal,J,VVS2,62.0,57.0,2167,5.86,5.81,3.62
3067,0.81,Premium,F,SI1,61.6,58.0,3311,5.96,5.92,3.66
44545,0.57,Very Good,H,VS2,61.7,54.8,1605,5.34,5.37,3.3
47015,0.56,Very Good,E,VS2,61.9,55.0,1819,5.25,5.31,3.27
35116,0.3,Ideal,F,IF,62.3,55.0,886,4.29,4.31,2.68
24323,1.6,Good,E,SI1,63.6,58.0,12581,7.44,7.38,4.71
51001,0.73,Very Good,F,SI1,59.3,61.0,2326,5.82,5.85,3.46
41772,0.45,Good,G,VS1,60.7,60.4,1246,4.94,4.98,3.01
37851,0.46,Fair,G,VS2,65.3,56.0,1002,4.83,4.76,3.13
15756,1.5,Premium,D,I1,61.7,62.0,6300,7.28,7.24,4.48
20177,1.03,Ideal,E,VS1,61.9,57.0,8629,6.46,6.44,4.0
40518,0.37,Ideal,D,VVS2,61.6,56.0,1145,4.65,4.61,2.85
44245,0.51,Premium,F,VS2,62.3,60.0,1574,5.1,5.07,3.17
41085,0.41,Ideal,F,VVS2,61.9,55.0,1192,4.79,4.74,2.95
26352,0.32,Ideal,G,VS1,62.3,54.0,645,4.37,4.39,2.73
43558,0.57,Premium,E,SI1,62.5,57.0,1429,5.28,5.22,3.28
