id,carat,cut,color,clarity,depth,table,price,x,y,z
13057,1.01,Very Good,E,SI1,59.6,61.0,5411,6.47,6.51,3.87
47832,0.52,Ideal,G,VVS2,62.2,56.0,1906,5.13,5.16,3.2
39189,0.35,Ideal,D,VS2,62.4,57.0,1063,4.56,4.51,2.83
4777,1.03,Very Good,F,SI2,63.3,59.0,3692,6.35,6.32,4.01
44984,0.31,Ideal,G,SI2,61.7,56.0,523,4.38,4.34,2.69
53701,0.7,Premium,F,VS2,62.6,61.0,2717,5.66,5.61,3.53
3972,0.73,Ideal,D,VS1,61.1,57.0,3509,5.85,5.81,3.56
33354,0.41,Very Good,G,VS2,61.0,56.0,827,4.81,4.83,2.94
1540,0.7,Premium,D,VS1,61.6,61.0,3001,5.66,5.61,3.47
25213,2.18,Very Good,J,SI1,62.9,59.0,13812,8.21,8.25,5.18
18961,1.02,Good,G,VVS2,63.1,59.0,7800,6.38,6.45,4.05
27003,2.09,Ideal,I,SI1,61.8,56.0,17114,8.15,8.22,5.06
25552,2.09,Ideal,H,SI1,60.6,57.0,14383,8.34,8.29,5.04
50793,0.72,Good,E,SI1,63.9,58.0,2305,5.72,5.64,3.63
22256,1.4,Ideal,G,VS2,61.7,56.0,10311,7.2,7.25,4.46
26848,2.01,Premium,I,VS2,62.7,58.0,16778,7.98,7.94,4.99
37684,0.43,Premium,D,SI1,61.0,58.0,993,4.88,4.83,2.96
17455,1.24,Premium,F,SI1,61.6,59.0,7000,6.9,6.86,4.24
52665,0.74,Very Good,I,VVS2,61.0,59.0,2550,5.83,5.85,3.56
16184,1.0,Premium,F,VS2,62.6,60.0,6468,6.37,6.29,3.96
38193,0.41,Very Good,D,SI1,63.1,59.0,1015,4.71,4.7,2.97
24768,2.02,Ideal,J,SI1,62.2,57.0,13132,8.06,8.11,5.03
38586,0.39,Ideal,F,VVS2,61.9,54.8,1036,4.68,4.69,2.9
22355,0.31,Premium,H,VS2,62.5,54.0,628,4.39,4.35,2.73
3571,0.7,Good,E,VS1,58.4,60.0,3419,5.84,5.87,3.42
3085,0.75,Very Good,E,VS1,61.5,54.0,3314,5.88,5.82,3.6
47104,0.51,Ideal,G,VVS2,61.6,56.0,1827,5.12,5.14,3.16
17086,1.2,Very Good,G,VS1,63.3,57.0,6814,6.77,6.71,4.26
31359,0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
23147,2.02,Premium,J,SI2,62.1,60.0,11165,7.98,8.09,4.99
22712,1.78,Very Good,D,SI2,63.4,60.0,10730,7.67,7.61,4.85
1457,0.76,Ideal,E,SI2,62.1,56.0,2978,5.85,5.88,3.64
48428,0.7,Very Good,I,SI1,63.8,56.0,1973,5.58,5.62,3.57
41794,0.52,Premium,G,SI1,60.6,61.0,1249,5.19,5.17,3.14
46966,0.3,Ideal,I,VVS2,61.8,56.0,529,4.31,4.33,2.67
34458,0.34,Ideal,D,VS1,60.9,56.0,865,4.51,4.56,2.76
13618,1.21,Premium,J,VVS2,60.8,60.0,5572,6.86,6.88,4.18
45199,0.51,Ideal,E,VS2,62.6,55.0,1656,5.08,5.11,3.19
6556,0.9,Very Good,F,SI1,61.6,58.0,4074,6.12,6.26,3.81
8425,0.92,Ideal,G,VS2,62.6,56.0,4405,6.2,6.17,3.87
49289,0.51,Ideal,F,VVS2,62.6,57.0,2093,5.1,5.13,3.2
19404,1.12,Ideal,F,VS2,61.2,56.0,8063,6.67,6.73,4.11
302,0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74
22600,1.51,Premium,G,SI1,60.4,58.0,10655,7.46,7.38,4.48
2019,0.78,Ideal,I,VS1,61.9,56.0,3105,5.91,5.94,3.67
24552,1.28,Ideal,F,VVS2,62.2,56.0,12841,6.95,6.91,4.32
13665,1.14,Very Good,E,SI2,60.0,54.0,5593,6.74,6.97,4.11
8215,1.02,Ideal,G,SI2,62.7,57.0,4370,6.44,6.42,4.03
23128,1.51,Very Good,G,SI1,62.9,57.0,11153,7.27,7.3,4.58
44517,0.54,Premium,H,VS1,62.6,59.0,1600,5.19,5.22,3.26
17425,1.08,Premium,G,VS1,62.7,56.0,6982,6.55,6.52,4.1
43547,0.53,Premium,H,VS2,59.4,59.0,1428,5.31,5.27,3.14
26632,1.51,Very Good,F,VS1,60.0,60.0,16402,7.39,7.42,4.44
49084,0.6,Ideal,D,VS2,62.8,57.0,2061,5.37,5.39,3.38
38862,0.4,Premium,F,VS1,60.3,60.0,1050,4.81,4.77,2.89
11465,1.09,Good,H,SI1,63.6,56.0,5010,6.56,6.53,4.16
10600,1.01,Ideal,H,SI2,62.0,57.0,4825,6.4,6.43,3.98
16064,1.01,Premium,F,VS2,61.7,58.0,6416,6.42,6.48,3.98
14638,1.13,Ideal,H,SI1,61.9,60.0,5911,6.63,6.65,4.11
15263,1.52,Fair,H,SI2,64.9,58.0,6129,7.16,7.13,4.64
51475,0.78,Premium,I,SI1,60.8,60.0,2377,5.97,5.94,3.62
9462,1.51,Very Good,J,I1,63.3,57.0,4600,7.31,7.23,4.6
41004,0.55,Ideal,F,SI2,61.7,55.0,1183,5.26,5.28,3.25
53806,0.9,Premium,H,SI2,61.1,58.0,2732,6.21,6.13,3.77
21538,1.1,Ideal,F,VVS2,61.2,56.0,9641,6.65,6.68,4.08
29294,0.31,Ideal,I,SI1,61.5,55.0,436,4.36,4.39,2.69
19439,1.54,Ideal,I,SI2,60.3,59.0,8092,7.43,7.46,4.49
2039,0.7,Good,D,VS1,60.4,63.0,3107,5.73,5.76,3.47
1386,0.31,Very Good,G,VS2,60.9,57.0,559,4.37,4.39,2.67
11822,1.12,Good,H,SI1,59.8,61.0,5094,6.72,6.85,4.06
50967,0.71,Very Good,I,VS1,62.3,60.0,2326,5.69,5.73,3.56
1432,0.7,Ideal,E,VS1,60.5,56.0,2973,5.74,5.79,3.49
9762,1.11,Premium,H,SI2,62.9,59.0,4662,6.59,6.54,4.13
1669,0.75,Premium,D,SI1,59.2,58.0,3024,5.96,5.93,3.52
49508,0.5,Very Good,F,VVS1,62.2,57.0,2121,5.03,5.07,3.14
11044,0.25,Ideal,F,VS1,61.1,58.0,595,4.04,4.08,2.48
16243,1.01,Good,G,VS1,63.2,58.0,6499,6.34,6.38,4.02
11067,0.34,Ideal,E,SI1,62.0,57.0,596,4.46,4.48,2.77
10705,0.91,Very Good,G,VVS2,63.4,58.0,4849,6.1,6.14,3.88
46451,0.51,Very Good,F,VS2,58.6,58.0,1774,5.22,5.29,3.08
15863,1.01,Ideal,E,SI1,60.8,56.0,6346,6.53,6.47,3.95
38244,0.32,Ideal,E,IF,62.9,54.0,1018,4.37,4.41,2.76
