id,age,job,marital,education,default,balance,housing,loan,y
234,54,management,married,tertiary,no,313,yes,no,no
235,55,blue-collar,married,secondary,no,89,yes,no,no
236,44,blue-collar,married,secondary,no,129,yes,yes,no
237,43,management,married,unknown,no,0,yes,no,no
238,56,admin.,married,secondary,no,353,yes,no,no
239,55,services,divorced,primary,no,96,yes,yes,no
240,37,services,divorced,secondary,no,398,yes,yes,no
241,33,admin.,single,tertiary,no,193,no,no,no
242,51,technician,single,secondary,no,0,yes,no,no
243,40,retired,single,primary,no,0,no,no,no
244,42,blue-collar,married,secondary,no,490,yes,no,no
245,51,blue-collar,married,secondary,no,0,yes,no,no
246,49,blue-collar,married,unknown,no,403,yes,no,no
247,32,technician,divorced,tertiary,no,2558,no,no,no
248,31,admin.,single,secondary,no,98,yes,no,no
249,55,management,single,tertiary,no,115,no,no,no
250,40,blue-collar,single,secondary,no,436,yes,no,no
251,47,technician,married,tertiary,no,831,yes,no,no
252,57,technician,married,unknown,no,206,yes,no,no
253,41,blue-collar,married,secondary,no,290,yes,no,no
254,48,blue-collar,married,secondary,no,1,no,no,no
255,30,blue-collar,single,secondary,no,-457,yes,no,no
256,58,management,single,tertiary,no,1387,yes,no,no
257,49,blue-collar,married,secondary,no,30,yes,no,no
258,42,admin.,single,secondary,no,1022,yes,no,no
259,53,technician,married,secondary,no,56,yes,yes,no
260,32,services,single,secondary,no,121,yes,no,no
261,41,blue-collar,single,secondary,no,842,yes,no,no
262,43,management,divorced,secondary,no,693,yes,no,no
263,40,blue-collar,divorced,secondary,no,-333,yes,no,no
264,50,blue-collar,married,primary,no,1533,yes,no,no
265,53,services,married,unknown,no,18,no,no,no
266,45,technician,married,secondary,no,44,yes,no,no
267,44,services,married,tertiary,no,510,yes,no,no
268,55,management,married,tertiary,no,685,yes,no,no
269,46,management,single,tertiary,no,187,yes,no,no
270,34,admin.,married,secondary,no,560,yes,no,no
271,36,blue-collar,married,secondary,no,0,yes,no,no
272,59,unknown,divorced,unknown,no,27,no,no,no
273,31,admin.,single,secondary,no,12,yes,no,no
274,44,blue-collar,single,secondary,no,34,yes,no,no
275,33,entrepreneur,single,tertiary,no,1068,yes,no,no
276,42,services,married,secondary,no,1263,yes,no,no
277,27,services,married,secondary,no,8,yes,no,no
278,48,admin.,married,secondary,no,126,yes,yes,no
279,59,admin.,married,secondary,no,230,yes,no,no
280,46,technician,married,tertiary,no,841,yes,no,no
281,38,admin.,divorced,secondary,no,308,yes,no,no
282,43,management,divorced,tertiary,no,1,yes,no,no
283,38,admin.,divorced,tertiary,no,86,yes,no,no
284,34,services,married,secondary,no,22,yes,no,no
285,37,blue-collar,married,secondary,no,1293,no,no,no
286,25,admin.,single,secondary,no,122,yes,no,no
287,48,blue-collar,married,unknown,no,131,yes,no,no
288,49,blue-collar,single,secondary,no,143,yes,no,no
289,43,blue-collar,married,primary,no,98,yes,no,no
290,33,management,married,tertiary,no,0,yes,no,no
291,55,blue-collar,married,secondary,no,224,yes,no,no
292,38,blue-collar,married,secondary,no,757,yes,no,no
293,49,services,married,secondary,no,245,yes,yes,no
294,40,management,married,secondary,no,8486,no,no,no
295,43,admin.,married,unknown,no,350,no,no,no
296,38,blue-collar,married,secondary,no,20,yes,no,no
297,58,services,married,secondary,no,1667,yes,yes,no
298,32,unemployed,married,secondary,no,10,yes,no,no
299,58,blue-collar,divorced,unknown,no,29,yes,no,no
300,46,technician,divorced,tertiary,no,477,yes,no,no
301,27,admin.,married,secondary,no,4,yes,no,no
302,43,blue-collar,married,secondary,no,1205,yes,no,no
303,32,technician,single,secondary,no,0,yes,yes,no
304,40,admin.,single,secondary,no,263,yes,no,no
305,34,blue-collar,married,secondary,no,283,no,yes,no
306,42,housemaid,married,primary,no,17,yes,no,no
307,48,technician,married,secondary,no,141,yes,yes,no
308,50,services,married,secondary,no,206,yes,no,no
309,52,technician,married,unknown,no,7,no,no,no
310,50,management,married,tertiary,no,0,no,no,no
311,58,retired,married,tertiary,no,0,no,no,no
312,46,blue-collar,divorced,primary,no,1927,yes,no,no
313,46,blue-collar,married,secondary,no,1660,yes,no,no
314,32,services,single,secondary,no,406,yes,no,no
315,39,admin.,single,secondary,no,-25,yes,no,no
316,48,admin.,married,secondary,no,182,yes,no,no
317,36,entrepreneur,married,tertiary,no,1169,yes,no,no
318,34,admin.,divorced,secondary,no,67,yes,no,no
319,40,technician,married,secondary,no,77,no,no,no
320,43,unemployed,married,secondary,no,0,yes,no,no
321,33,technician,married,secondary,yes,72,yes,no,no
322,49,management,single,tertiary,no,163,yes,no,no
323,32,management,single,tertiary,no,151,yes,no,no
324,39,admin.,single,secondary,no,113,yes,no,no
325,40,blue-collar,married,secondary,no,0,yes,no,no
326,38,technician,single,tertiary,no,9,yes,no,no
327,39,services,married,secondary,no,1142,yes,no,no
328,54,blue-collar,married,primary,no,2102,yes,no,no
329,40,blue-collar,married,secondary,no,217,yes,no,no
330,55,admin.,married,secondary,no,131,yes,no,no
331,39,blue-collar,married,secondary,no,0,yes,no,no
332,40,blue-collar,married,primary,no,46,yes,no,no
333,32,blue-collar,married,secondary,no,320,yes,no,no
334,55,admin.,married,secondary,no,183,yes,no,no
335,45,blue-collar,married,secondary,no,39,no,no,no
336,35,management,single,tertiary,no,560,yes,no,no
337,58,technician,divorced,secondary,no,469,no,no,no
338,35,admin.,married,secondary,no,530,yes,no,no
339,49,services,married,primary,no,61,yes,no,no
340,34,technician,single,tertiary,no,242,yes,no,no
341,24,self-employed,single,secondary,no,0,yes,no,no
342,34,technician,married,secondary,no,367,yes,no,no
343,51,admin.,divorced,secondary,no,228,yes,no,no
344,32,services,single,secondary,no,310,yes,no,no
345,42,blue-collar,married,unknown,no,132,yes,no,no
346,50,technician,married,secondary,no,797,yes,no,no
347,40,services,married,secondary,no,71,no,no,no
348,46,management,divorced,unknown,no,2,yes,no,no
349,34,blue-collar,married,secondary,no,270,yes,yes,no
350,44,blue-collar,married,secondary,no,274,yes,yes,no
351,33,blue-collar,single,secondary,yes,-60,no,no,no
352,58,blue-collar,divorced,secondary,no,-11,no,no,no
353,39,blue-collar,married,primary,no,0,yes,no,no
354,43,blue-collar,married,secondary,no,-509,yes,no,no
355,39,unemployed,married,primary,no,408,yes,no,no
356,57,retired,single,secondary,no,1640,no,yes,no
357,36,admin.,single,secondary,no,20,yes,no,no
358,50,blue-collar,married,primary,no,71,yes,no,no
359,55,blue-collar,married,secondary,no,52,yes,no,no
360,44,self-employed,married,tertiary,no,292,yes,no,no
361,44,services,divorced,secondary,no,424,yes,no,no
362,39,housemaid,single,primary,no,109,yes,no,no
363,46,blue-collar,married,unknown,no,1044,yes,no,no
364,39,blue-collar,married,secondary,no,983,yes,no,no
365,50,management,married,tertiary,no,964,yes,no,no
366,31,management,single,secondary,no,301,yes,no,no
367,37,admin.,single,secondary,no,140,yes,no,no
368,41,technician,married,secondary,no,871,yes,no,no
369,41,technician,married,secondary,no,767,yes,yes,no
370,43,blue-collar,married,secondary,no,0,no,no,no
371,54,management,divorced,primary,no,0,no,no,no
372,43,blue-collar,divorced,secondary,no,110,yes,yes,no
373,47,technician,married,unknown,no,178,yes,no,no
374,40,blue-collar,married,primary,no,-66,yes,no,no
375,32,technician,married,secondary,no,0,yes,no,no
376,29,blue-collar,married,secondary,no,1,yes,no,no
377,55,unemployed,married,tertiary,no,5345,no,no,no
378,30,blue-collar,divorced,secondary,no,-209,yes,no,no
379,39,admin.,single,secondary,no,0,yes,no,no
380,39,blue-collar,divorced,secondary,no,42,yes,no,no
381,50,blue-collar,divorced,secondary,no,41,yes,no,no
382,44,blue-collar,married,secondary,no,-99,yes,no,no
383,37,technician,single,secondary,no,17,yes,no,no
384,46,admin.,married,primary,no,276,yes,yes,no
385,32,technician,single,unknown,no,-170,no,no,no
386,37,management,single,tertiary,no,230,yes,yes,no
387,29,blue-collar,married,secondary,no,9,yes,no,no
388,45,blue-collar,married,primary,no,1297,yes,no,no
389,57,retired,divorced,secondary,no,-331,yes,no,no
390,48,blue-collar,single,secondary,no,44,yes,no,no
391,60,retired,married,secondary,yes,15,no,no,no
392,26,admin.,single,secondary,no,712,yes,no,no
393,58,retired,married,secondary,no,5435,yes,no,no
394,34,admin.,married,secondary,no,507,yes,no,no
395,41,blue-collar,married,primary,no,0,yes,yes,no
396,50,management,divorced,secondary,no,1716,yes,no,no
397,44,blue-collar,married,primary,no,148,yes,no,no
398,31,technician,married,secondary,no,17,yes,yes,no
399,46,management,single,unknown,no,1527,yes,no,no
400,42,management,married,tertiary,no,744,no,no,no
401,52,admin.,married,secondary,no,484,yes,no,no
402,29,management,single,tertiary,no,0,yes,no,no
403,53,retired,married,primary,no,136,yes,no,no
404,43,blue-collar,married,secondary,no,1335,yes,no,no
405,38,management,married,secondary,no,517,yes,no,no
406,46,management,married,tertiary,no,459,yes,no,no
407,30,admin.,divorced,secondary,no,83,yes,yes,no
408,31,housemaid,married,primary,no,203,yes,no,no
409,42,services,single,secondary,no,518,yes,no,no
410,40,management,single,tertiary,no,3877,yes,no,no
411,52,admin.,married,secondary,no,1236,yes,no,no
412,45,blue-collar,divorced,secondary,no,756,yes,no,no
413,45,blue-collar,married,primary,no,-66,yes,no,no
414,34,blue-collar,married,unknown,no,245,yes,no,no
415,34,blue-collar,married,primary,no,-144,yes,no,no
416,46,blue-collar,married,secondary,no,71,yes,no,no
417,49,services,divorced,secondary,no,505,yes,no,no
418,50,technician,married,primary,no,249,yes,no,no
419,34,admin.,single,secondary,no,0,yes,no,no
420,36,admin.,married,secondary,no,639,yes,no,no
421,59,blue-collar,divorced,unknown,no,124,yes,no,no
422,36,self-employed,married,tertiary,no,107,yes,no,no
423,56,services,married,secondary,no,473,yes,no,no
424,42,services,divorced,secondary,no,372,yes,yes,no
425,30,student,single,tertiary,no,34,yes,no,no
426,36,admin.,married,secondary,no,-106,yes,no,no
427,39,services,divorced,primary,no,471,yes,no,no
428,56,admin.,divorced,secondary,no,778,yes,no,no
429,42,technician,married,secondary,no,315,yes,no,no
430,36,admin.,divorced,secondary,no,131,yes,no,no
431,47,technician,married,secondary,no,83,yes,no,no
432,59,services,divorced,secondary,no,0,yes,yes,no
433,57,blue-collar,married,primary,no,5431,yes,yes,no
434,38,management,married,unknown,no,1759,yes,no,no
435,46,unemployed,married,secondary,no,-125,yes,no,no
436,34,blue-collar,married,secondary,no,0,no,no,no
437,38,technician,married,unknown,no,573,yes,no,no
438,52,technician,married,unknown,no,0,no,no,no
439,54,services,married,secondary,no,193,no,no,no
440,61,retired,married,secondary,no,195,yes,yes,no
441,53,entrepreneur,married,secondary,no,288,no,no,no
442,47,technician,married,secondary,no,19,yes,no,no
443,46,services,married,secondary,no,216,yes,no,no
444,39,blue-collar,divorced,primary,no,190,yes,yes,no
445,56,technician,divorced,secondary,no,99,yes,no,no
446,55,services,divorced,primary,no,2298,yes,no,no
447,37,technician,married,primary,no,0,yes,no,no
448,35,blue-collar,married,primary,no,0,yes,no,no
449,55,blue-collar,married,secondary,no,840,yes,no,no
450,37,services,married,secondary,no,358,yes,no,no
451,37,blue-collar,married,primary,no,-325,yes,yes,no
452,36,technician,single,secondary,no,-15,yes,no,no
453,48,retired,married,secondary,no,74,no,yes,no
454,55,services,divorced,secondary,no,141,yes,no,no
455,28,services,divorced,secondary,no,89,no,no,no
456,54,services,married,secondary,yes,0,yes,no,no
457,30,blue-collar,married,secondary,no,450,no,no,no
458,48,technician,married,tertiary,no,310,no,no,no
459,38,blue-collar,married,secondary,no,384,yes,no,no
460,37,blue-collar,married,secondary,no,395,yes,no,no
461,37,services,single,unknown,no,-118,yes,no,no
462,51,blue-collar,married,secondary,no,50,yes,yes,no
463,39,blue-collar,married,secondary,no,285,yes,yes,no
464,49,technician,married,unknown,no,15,no,no,no
465,51,blue-collar,married,primary,no,653,yes,yes,no
466,32,services,married,secondary,no,243,yes,yes,no
467,29,technician,single,tertiary,no,405,yes,no,no
468,48,management,divorced,tertiary,no,1328,yes,no,no
469,55,services,married,primary,no,255,yes,no,no
470,53,blue-collar,married,secondary,no,3397,yes,no,no
471,39,management,married,tertiary,no,2877,yes,no,no
472,39,blue-collar,married,primary,no,2226,yes,no,no
473,40,blue-collar,married,primary,no,2880,yes,no,no
474,40,technician,single,unknown,no,-5,yes,no,no
475,48,technician,married,secondary,no,147,no,no,no
476,33,technician,divorced,secondary,no,7,yes,yes,no
477,40,technician,married,secondary,no,109,yes,no,no
478,59,retired,married,primary,no,-119,yes,no,no
479,35,unemployed,married,secondary,no,533,yes,no,no
480,54,technician,divorced,secondary,no,21,yes,no,no
481,34,admin.,single,unknown,no,2434,yes,no,no
482,32,technician,married,secondary,no,90,yes,yes,no
483,56,admin.,divorced,unknown,no,4246,yes,no,no
484,42,blue-collar,married,primary,no,15,yes,no,no
485,33,services,married,tertiary,no,85,no,no,no
486,52,entrepreneur,married,tertiary,no,-184,yes,yes,no
487,52,services,married,secondary,no,660,no,no,no
488,52,blue-collar,divorced,primary,yes,-183,yes,no,no
489,30,unemployed,divorced,secondary,no,1144,yes,no,no
490,44,services,divorced,secondary,no,1,yes,no,no
491,35,admin.,married,secondary,no,69,yes,yes,no
492,55,management,single,secondary,no,220,yes,no,no
493,33,blue-collar,married,primary,no,332,yes,no,no
494,37,blue-collar,single,secondary,no,240,yes,no,no
495,38,entrepreneur,married,tertiary,no,898,yes,no,no
496,37,technician,married,secondary,no,123,yes,yes,no
497,29,student,single,secondary,no,209,yes,no,no
498,44,self-employed,divorced,tertiary,no,4,yes,no,no
499,39,admin.,married,secondary,no,104,yes,no,no
500,28,technician,single,secondary,no,312,yes,no,no
501,40,blue-collar,married,primary,no,-322,yes,yes,no
502,29,admin.,married,secondary,no,-150,yes,no,no
503,38,management,married,unknown,no,1349,yes,no,no
504,45,services,married,secondary,no,1259,yes,no,no
505,33,admin.,single,secondary,no,101,yes,no,no
506,34,blue-collar,married,secondary,no,848,yes,no,no
507,41,entrepreneur,married,unknown,no,89,yes,no,no
508,41,blue-collar,married,secondary,no,140,yes,no,no
509,35,admin.,single,secondary,no,148,yes,no,no
510,40,technician,single,secondary,no,200,yes,no,no
511,60,self-employed,married,primary,no,46,yes,no,no
512,47,services,divorced,secondary,no,201,yes,no,no
513,49,self-employed,married,secondary,no,1,yes,no,no
514,29,blue-collar,married,secondary,no,43,yes,no,no
515,31,management,single,tertiary,no,-173,yes,no,no
516,38,management,married,tertiary,no,389,yes,no,no
517,37,blue-collar,married,primary,no,215,yes,yes,no
518,35,technician,married,secondary,no,-131,yes,no,no
519,31,management,single,secondary,no,783,yes,no,no
520,41,admin.,married,secondary,no,0,yes,no,no
521,46,services,married,unknown,no,80,yes,no,no
522,40,services,divorced,secondary,no,105,yes,no,no
523,29,admin.,married,secondary,no,182,yes,yes,no
524,49,admin.,married,secondary,no,82,yes,no,no
525,40,management,single,tertiary,no,242,yes,no,no
526,53,admin.,married,secondary,no,244,yes,yes,no
527,49,management,married,tertiary,no,92,yes,no,no
528,40,blue-collar,married,primary,yes,0,yes,no,no
529,29,student,single,secondary,no,948,yes,no,no
530,36,blue-collar,married,primary,no,23,yes,no,no
531,37,technician,married,secondary,no,710,yes,no,no
532,44,entrepreneur,married,tertiary,no,1631,yes,no,no
533,40,admin.,married,secondary,no,6,yes,no,no
534,30,technician,single,unknown,no,-48,yes,no,no
535,57,management,married,tertiary,no,2142,yes,no,no
536,24,services,single,secondary,no,77,yes,yes,no
537,46,blue-collar,married,unknown,no,401,yes,no,no
538,33,admin.,married,secondary,no,21,no,no,no
539,43,services,divorced,secondary,no,0,yes,no,no
540,43,admin.,single,secondary,no,-497,yes,no,no
541,40,blue-collar,divorced,primary,no,369,no,no,no
542,35,technician,single,tertiary,no,226,yes,yes,no
543,47,technician,married,secondary,no,503,yes,no,no
544,33,blue-collar,married,secondary,no,372,yes,no,no
545,31,admin.,married,secondary,no,0,yes,yes,no
546,40,blue-collar,divorced,secondary,no,0,yes,no,no
547,56,retired,divorced,primary,no,4,yes,no,no
